Wellbore,Report Creation Time,Start Time,End Time,End Depth mMD,Main - Sub Activity,State,Remark
15_919A1997,2018-05-03 13:53,17:30,18:00,2202.0,drilling -- trip,ok,BROKE CIRCULATION. WASHED DOWN FROM 2190 - 2202 M / TD.
15_919A1997,2018-05-03 13:53,17:00,17:30,2190.0,drilling -- trip,ok,RIH SLOWLY-NO ROTATION OR CIRCULATION-FROM 2161 - 2190 M. WINDOW IN CASING FROM 2178 - 2183 M. MADE CHECK TRIP TO 2175 M; NO P
15_919A1997,2018-05-03 13:53,16:30,17:00,2161.0,drilling -- trip,ok,ORIENTED TOOL-FACE.
15_919A1997,2018-05-03 13:53,12:30,16:30,2161.0,drilling -- trip,ok,CONTINUED TO TIH TO 2161 M.
15_919A1997,2018-05-03 13:53,11:30,12:30,430.0,interruption -- maintain,fail,ELECTRICAL PROBLEM WITH TOP DRIVE SYSTEM; REPAIRED SAME.
15_919A1997,2018-05-03 13:53,10:30,11:30,430.0,drilling -- other,ok,S/C DRILLINE.
15_919A1997,2018-05-03 13:53,07:00,10:30,430.0,drilling -- trip,ok,"MU DRILLING BHA & TIH TO 430 M WITH NEW 8 1/2"" PDC BIT."
15_919A1997,2018-05-03 13:53,06:00,07:00,0.0,drilling -- trip,ok,FINISHED HANDLING WHIPSTOCK/MILLING BHA.
15_919A1997,2018-05-03 13:53,02:30,06:00,100.0,drilling -- trip,ok,POOH TO MU DRILLING BHA.
15_919A1997,2018-05-03 13:53,11:00,15:30,0.0,drilling -- bop activities,ok,TESTED BOP ON BLUE POD. TESTED ALL VALVES AND RAMS TO 20/345 BAR. TESTED ANNULAR TO 20/241 BAR. FUNCTION TESTED BOP ON
15_919A1997,2018-05-03 13:53,00:00,01:00,2202.0,interruption -- sidetrack,ok,FINISHED DRILLING TO 2202 M - TOTAL OF 19 M OF FORMATION DRILLED BEYOND WINDOW'S BOTTOM. PU & SO THROUGH WINDOW 5 TIMES - N
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,22:00,00:00,3602.0,workover -- wire line,ok,"LAUNCHED LOCOMOTIVE INTO DP, INSTALLED SIDE ENTRY SUB. RAN/PUMPED LOCOMOTIVE INSIDE 3-1/2"" DP ON ATLAS CABLE."
15_919A1997,2018-05-03 13:53,07:30,22:00,3602.0,workover -- wire line,ok,"M/U SCHLUMB. MDT TOOL STRING TO 3-1/2"" DP AND RIH, SPEED: 2 MIN/STD. FILLED PIPE EVERY 3. STD, BROKE CIRC. EVETY 10. STD. RIH TO 36"
15_919A1997,2018-05-03 13:53,06:00,07:30,0.0,interruption -- other,fail,WORKED TO SOLVE CONTACT FAILURE IN SCHLUMB. MDT TOOL STRING. FOUND CONTACT FAILURE ON CHAMBRE MODULE. REPAIRED SAME.
15_919A1997,2018-05-03 13:53,02:30,06:00,0.0,interruption -- other,fail,WORKED TO SOLVE CONTACT FAILURE IN SCHLUMB. MDT TOOL STRING.
15_919A1997,2018-05-03 13:53,01:30,02:30,0.0,workover -- wire line,ok,CONNECTED CABLE TO SCHLUMB. MDT TOOL STRING. TESTED SIGNALS. GOT INDIC. OF CONTACT FAILURE IN TOOL STRING.
15_919A1997,2018-05-03 13:53,00:00,01:30,0.0,workover -- wire line,ok,M/U SCHLUMB. MDT TOOL STRING.
15_919A1997,2018-05-03 13:53,02:00,06:00,1412.0,formation evaluation -- trip,ok,FLOW CHECKED OK. PUMP SLUG AND POOH. FLOW CHECKED INSIDE CSG WINDOW.OK CURRENT DEPTH AT REPORT TIME 1412M.
15_919A1997,2018-05-03 13:53,06:00,08:30,0.0,formation evaluation -- trip,ok,CONTINUED POOH WITH CORE NO 3. FLOW CHECKED AT CSG WINDOW AND BEFORE PULLING BHA INTO BOP.
15_919A1997,2018-05-03 13:53,08:30,10:00,0.0,formation evaluation -- trip,ok,"RETRIEVED CORE NO 3. INITIAL TOP OF CORE HAD 80 PPM H2S GAS CONTENT WHICH DISPERSED, CHECKS WHILE RETRIEVING WERE 10"
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,15:30,16:30,0.0,drilling -- bop activities,ok,POOH WITH TEST TOOL. FUNCTION TESTED ACCUSTIC SYSTEM AND SHEARRAM.
15_919A1997,2018-05-03 13:53,16:30,19:00,0.0,drilling -- bop activities,ok,TESTED IBOPS ON TOPDRIVE AND STAB-IN VALVES TO 20/345 BAR.
15_919A1997,2018-05-03 13:53,02:00,06:00,1921.0,drilling -- casing,ok,"M/U BIT AND BHA AND RIH FOR WIPER TRIP TO CONDITION HOLE FOR RUNNING 7"" CASING."
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATION SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,19:30,00:00,0.0,interruption -- other,fail,SLUGGED PIPE AND POOH WITH MDT TOOL.
15_919A1997,2018-05-03 13:53,10:30,11:30,3360.0,interruption -- other,fail,PUMPED SLUG AND POOH TO 3360M.
15_919A1997,2018-05-03 13:53,09:00,10:30,3604.0,interruption -- other,fail,PULLED LOCOMOTIVE TO SURFACE. CHECKED OUT CABLE - OK.
15_919A1997,2018-05-03 13:53,06:30,09:00,3604.0,interruption -- other,fail,CHAMBER VALVE ON MDT NOT OPERATING. ATTEMPTED TO TROUBLESHOOT AND REPAIR WITHOUT SUCCESS.
15_919A1997,2018-05-03 13:53,08:00,00:00,2168.0,formation evaluation -- wait,ok,"OPERATIONS SUSPENDED DUE TO INDUSTRIAL ACTION. MEANWHILE CIRCULATED AT SLOW RATE - 330 LPM, 15 BAR."
15_919A1997,2018-05-03 13:53,06:00,08:00,2168.0,formation evaluation -- log,ok,CONTINUED RIH WITH LOGGING TOOLS ON DRILL PIPE TO 2168M (BOTTOM OF LOGGING TOOL STRING).
15_919A1997,2018-05-03 13:53,00:00,06:00,1677.0,formation evaluation -- log,ok,CONTINUED RIH WITH LOGGING TOOLS ON DRILL PIPE TO CASING WINDOW.
15_919A1997,2018-05-03 13:53,06:00,06:30,3604.0,workover -- wire line,ok,FINISHED TESTING MDT.
15_919A1997,2018-05-03 13:53,23:30,00:00,3990.0,formation evaluation -- trip,ok,PUMPED AND ROTATED UP TO 3990M.
15_919A1997,2018-05-03 13:53,05:30,06:00,3604.0,workover -- wire line,ok,TESTED SCHLUMB. MDT SIGNALS THROUGH ATLAS CABLE. GOOD TEST.
15_919A1997,2018-05-03 13:53,00:00,03:30,3604.0,interruption -- other,fail,"CONT. RIH W/SCHLUMB. MDT TOOL ASSY. ON 3-/2"" DP FROM 1960 M TO 3604 M."
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,00:00,00:30,0.0,interruption -- repair,fail,CONTINUED TO ASSEMBLE AND ADJUST LEVER FOR UIBOP ACTUATOR.
15_919A1997,2018-05-03 13:53,00:30,01:30,0.0,drilling -- bop activities,ok,"CONTINUED TEST ON UIBOP AND LIBOP TO 34/345 BAR 5/10 MIN, OK."
15_919A1997,2018-05-03 13:53,01:30,03:30,0.0,drilling -- trip,ok,CHANGED MWD. SET NAVIDRILL AKO TO 0 DEGR. LOAD MWD AND MADE UP BIT.
15_919A1997,2018-05-03 13:53,23:00,00:00,3858.0,formation evaluation -- core,ok,START CUT CORE NO 2 FROM 3854 - 3858M.
15_919A1997,2018-05-03 13:53,22:00,22:30,3854.0,formation evaluation -- trip,ok,REAM TO BTM 3854M. 2M HARD FILL. TAG BTM 3 TIMES AND SPACED OUT STRING
15_919A1997,2018-05-03 13:53,19:00,22:00,3830.0,formation evaluation -- trip,ok,CONTINUED RIH TO 3830M. BREAK CIRC.
15_919A1997,2018-05-03 13:53,18:00,19:00,2161.0,drilling -- other,ok,"SLIP AND CUT 29,3M DRILLING LINE."
15_919A1997,2018-05-03 13:53,13:00,18:00,2161.0,formation evaluation -- trip,ok,RIH TO CSG WINDOW AT 2161M. FILL STRING EACH 1000M.
15_919A1997,2018-05-03 13:53,03:30,05:30,3604.0,interruption -- other,fail,"LAUNCHED LOCOMOTIVE INSIDE 3-1/2"" DP, INSTALLED SIDE-ENTRY SUB. RAN/PUMPED LOCOMOTIVE INSIDE DP ON ATLAS CABLE. LAT"
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,20:30,23:30,4017.0,formation evaluation -- core,ok,CUTTED CORE NO 7 FROM 3990M TO 4017M. BROKE CORE WITH NO SIGNIFICANT OVERPULL.
15_919A1997,2018-05-03 13:53,08:30,11:00,3924.0,formation evaluation -- trip,ok,CONTINUED RIH TO 3924M.
15_919A1997,2018-05-03 13:53,06:00,06:30,2158.0,drilling -- casing,ok,"CONTINUED RIH FOR WIPER TRIP TO CONDITION HOLE AND MUD FOR RUNNING 7"" CASING."
15_919A1997,2018-05-03 13:53,06:30,07:30,2158.0,drilling -- other,ok,CUT AND SLIPPED DRILLING LINE.
15_919A1997,2018-05-03 13:53,07:30,11:00,4047.0,drilling -- casing,ok,FINISHED RIH.
15_919A1997,2018-05-03 13:53,11:00,11:30,4047.0,drilling -- casing,ok,CIRCULATED.
15_919A1997,2018-05-03 13:53,11:30,12:30,3800.0,drilling -- casing,ok,BACKREAMED FROM 4047M TO 3800M.
15_919A1997,2018-05-03 13:53,12:30,17:30,3800.0,drilling -- casing,ok,"CIRCULATED TO CONDITION MUD FOR RUNNING 7"" CASING - LOWERED AND EVENED MUD WEIGHT TO 1.55 SG FROM HIGH SPOTS OF 1.58 S"
15_919A1997,2018-05-03 13:53,17:30,00:00,421.0,drilling -- casing,ok,"POOH TO RUN 7"" CASING."
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,19:30,00:00,0.0,drilling -- trip,fail,"FLOW CHECKED, PUMPED SLUG & POOH WITH DRILLING BHA. BIT WAS DAMAGED - 6 OUT OF 9 BLADES ON BIT WERE DAMAGED/BROKEN. NO OTHER DAMAGE TO BHA"
15_919A1997,2018-05-03 13:53,11:00,19:30,3990.0,formation evaluation -- trip,ok,PUMPED AND ROTATED FROM 3924M TO 3933M. REAMED TIGHT SPOT AT 3933M TO 3936M. FREQUENTLY STALLED STRING AND HAD MAX 90T OVE
15_919A1997,2018-05-03 13:53,10:30,13:00,2193.0,drilling -- trip,ok,CONTINUED TO TIH TO 2193 M WHILE PULLING YELLOW POD.
15_919A1997,2018-05-03 13:53,06:30,09:00,173.0,drilling -- trip,ok,MU DRILLING BHA; MOTOR TESTED OK.
15_919A1997,2018-05-03 13:53,06:00,06:30,0.0,drilling -- trip,ok,COMPLETED LD MILLING ASSEMBLY.
15_919A1997,2018-05-03 13:53,04:00,06:00,0.0,drilling -- trip,ok,CONTINUED TO POOH WITH MILLING ASSEMBLY.
15_919A1997,2018-05-03 13:53,00:30,03:00,1110.0,drilling -- trip,ok,"FLOW CHECKED, PUMPED SLUG & POOH TO PU DRILLING BHA."
15_919A1997,2018-05-03 13:53,00:00,02:00,0.0,formation evaluation -- trip,ok,"CONTINUED POOH. FLOW CHECKED, OK, BEFORE BHA ENTERED BOP. HELD RESTRICTED SPEED FROM 400M AND TO SURFACE."
15_919A1997,2018-05-03 13:53,02:00,03:00,0.0,formation evaluation -- trip,ok,RECOVERED CORE NO 6. 100.5 % RECOVERY.
15_919A1997,2018-05-03 13:53,03:00,04:30,26.0,formation evaluation -- trip,ok,"MADE UP NEW COREHEAD AND INNERBARREL, SERVICED COREBARREL."
15_919A1997,2018-05-03 13:53,04:30,06:00,600.0,formation evaluation -- trip,ok,RIH WITH COREBARREL TO 600M.
15_919A1997,2018-05-03 13:53,06:00,07:30,2162.0,formation evaluation -- trip,ok,CONTINUED RIH TO CSG WINDOW. BROKE CIRCULATION.
15_919A1997,2018-05-03 13:53,07:30,08:30,2162.0,drilling -- other,ok,"SLIP AND CUT 36,6 M DRILLING LINE."
15_919A1997,2018-05-03 13:53,09:00,10:00,800.0,drilling -- trip,ok,TIH WITH BHA TO 800 M.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,14:30,00:00,3500.0,workover -- wire line,ok,RAN ATLAS LOG NO. 2 B: MAC-GR. IH: 1430 HRS. OOH: 2344 HRS.
15_919A1997,2018-05-03 13:53,13:00,14:30,0.0,workover -- wire line,ok,R/U ATLAS WIRELINE. M/U MAC TOOL STRING.
15_919A1997,2018-05-03 13:53,09:30,13:00,0.0,drilling -- trip,ok,"POOH W/ 5-7/8"" BIT FROM 1630 M. RACKED BHA IN DERRICK."
15_919A1997,2018-05-03 13:53,08:30,09:30,1630.0,drilling -- trip,ok,FLUSHED KILL-/CHOKE LINES. CIRC. TO CONDITION MUD (1300 LPM).
15_919A1997,2018-05-03 13:53,06:00,08:30,1630.0,drilling -- trip,ok,"POOH W/ 5-7/8"" BIT FROM 3200 M TO 1630 M."
15_919A1997,2018-05-03 13:53,04:00,06:00,3200.0,drilling -- trip,ok,POOH FROM 4019 M TO 3200 M.
15_919A1997,2018-05-03 13:53,00:00,04:00,4019.0,drilling -- trip,ok,"CIRCULATED TO CONDITION MUD, 820 LPM / 300 BAR. HAD PROBLEMS W/ UNSTABLE MW. CIRC. UNTIL EVEN 1,47 SG"
15_919A1997,2018-05-03 13:53,21:30,22:00,2620.0,drilling -- trip,ok,OPENED SHEARRAM. SCREWED INTO HANG-OFF TOOL. PULLED HANG-OFF TOOL OVER BOP.
15_919A1997,2018-05-03 13:53,19:00,19:30,102.0,drilling -- trip,ok,"RIH WITH OPEN ENDED 5"" DP TO TOP OF SHEARRAM."
15_919A1997,2018-05-03 13:53,17:00,19:00,0.0,interruption -- wait,ok,LAID OUT DIVERTER RUNNING TOOL AND SPIDER.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,06:00,17:00,0.0,interruption -- other,ok,OPERATION SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,20:00,00:00,0.0,plug abandon -- trip,ok,CLEARED RIG FLOOR. MU CEMENTING STAND & TESTED TIW + LO-TORQ VALVES TO 345 BAR FOR 5 MINUTES. STAND SAME BA
15_919A1997,2018-05-03 13:53,20:00,22:00,0.0,drilling -- other,ok,SLIP AND CUT DRILLING LINE AND PRECAUTIONARY CHANGE WASH PIPE ON TOP DRIVE. TRANSFERED RIG TO WELL 15/9-19B AT 2200 HRS.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,23:00,00:00,2768.0,drilling -- survey,ok,CONTINUED CIRCULATING WHILE RU TO RUN GYRO.
15_919A1997,2018-05-03 13:53,15:30,21:30,2768.0,drilling -- trip,ok,"INCREASED AKO MOTOR FROM 1,2 DEGREES TO 1,5 DEGREES & MU INSERT BIT FOR DIRECTIONAL REASON/CONTROL. TIH TO 2768 M -TD. NOTE-TOOK 5 M"
15_919A1997,2018-05-03 13:53,07:00,15:30,0.0,drilling -- trip,ok,"POOH FOR BHA CHANGE DUE TO DIRECTIONAL PROBLEM - NOT ENOUGH TURN TO RIGHT IN AZIMUTH. NOTE-NO PROBLEM IN TOH THROUGH 9 5/8"" CASIN"
15_919A1997,2018-05-03 13:53,00:00,06:00,2768.0,drilling -- drill,ok,"DRILLED/ORIENTED 8 1/2"" HOLE FROM 2711 - 2768 M. HAD PROBLEMS TURNING WELLPATH TO THE RIGHT."
15_919A1997,2018-05-03 13:53,00:00,01:30,0.0,interruption -- other,fail,L/D MDT TOOL.
15_919A1997,2018-05-03 13:53,23:00,23:30,3820.0,formation evaluation -- trip,ok,PUMP OUT OF HOLE TO 3820M. HAD 45 T OVER PULL AT CONNECTION AT 3880M. ROTATE STRING AND HAD NO EXCESSIVE TORQUE TO BREAK ROTATI
15_919A1997,2018-05-03 13:53,20:30,21:00,3881.0,formation evaluation -- trip,ok,"ROTATE AND WASH TO BTM AT 3881,5M. SPACED OUT STRING."
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATION SUSPENDED DUE TO OFS STRIKE
15_919A1997,2018-05-03 13:53,16:00,18:30,3876.0,formation evaluation -- trip,ok,CONTINUED RIH TO 3876M.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATION SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,01:00,02:00,0.0,drilling -- other,ok,SLIPPED / CUT DRILLING LINE WHILE TROUBLE SHOOTING ON ATLAS EQUIP.
15_919A1997,2018-05-03 13:53,00:00,06:00,1337.0,drilling -- trip,ok,"CONTINUED P/U AND RIH WITH 3 1/2"" DRILL PIPE."
15_919A1997,2018-05-03 13:53,06:00,11:00,2530.0,drilling -- trip,ok,"COMPLETED PU & RIH WITH 3 1/2"" DP TO 2530 M."
15_919A1997,2018-05-03 13:53,11:00,12:00,2636.0,drilling -- trip,ok,"TIH TO WELLHEAD WITH HANG-OFF-TOOL.SECURED WELL WITH MIDDLE 5"" PIPE RAMS. BACK-OUT OF H-O-T. POOH WITH LANDING STRIN"
15_919A1997,2018-05-03 13:53,12:00,13:00,0.0,drilling -- drill,ok,"CLOSED BLIND SHEAR RAMS. TESTED 7"" CASING TO 345 BAR."
15_919A1997,2018-05-03 13:53,13:00,15:00,0.0,interruption -- wait,ok,DISPLACED RISER TO SEAWATER. RU SPIDER & MU DIVERTER RUNNING TOOL.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,06:00,08:30,4123.0,interruption -- fish,ok,ATLAS POOH WITH WET CONNECTOR TO SIDE ENTRY SUB AND SHEARED OUT OF ROPE SOCKET WITH 5.4 MT PULL. ATLAS FINISHED POOH WITH
15_919A1997,2018-05-03 13:53,03:30,06:00,4123.0,interruption -- fish,ok,PIPE STUCK WHILE MAKING UP TOP DRIVE. WORKED PIPE WITH NO SUCCESS. ATLAS SHEARED CLAMP ON SIDE ENTRY SUB AND POOH WITH WIRELINE I
15_919A1997,2018-05-03 13:53,00:00,03:30,0.0,interruption -- repair,fail,FINISHED REPAIRING TOP DRIVE.
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,interruption -- other,ok,OPERATIONS SUSPENDED DUE TO OFS STRIKE.
15_919A1997,2018-05-03 13:53,20:30,00:00,1400.0,formation evaluation -- trip,ok,"FLOW CHECKED , OK. PUMPED SLUG AND POOH TO 1400M AT 2400 HRS. HAD FLICKERS ON WEIGHT INDICATOR AT 2725 AND 2472M, MAX 22"
15_919A1997,2018-05-03 13:53,15:00,17:30,3990.0,formation evaluation -- core,ok,"CUTTED CORE NO 6 FROM 3962,5M TO 3990M. BROKE CORE WITH 10 T OVER PULL."
15_919A1997,2018-05-03 13:53,13:30,14:30,3962.0,formation evaluation -- trip,ok,WASHED AND ROTATED FROM 3905M TO 3962M.
15_919A1997,2018-05-03 13:53,08:30,13:30,3905.0,formation evaluation -- trip,ok,RIH WITH COREBARREL TO 3905M. BROKE CIRCULATION EACH 1000M.
15_919A1997,2018-05-03 13:53,07:00,08:30,0.0,formation evaluation -- trip,ok,"MADE UP COREHEAD AND INNERBARREL, SERVICED COREBARREL."
15_919A1997,2018-05-03 13:53,06:00,07:00,0.0,formation evaluation -- trip,ok,RECOVERED CORE NO 5. 102 % RECOVERY. NO H2S GAS DETECTED FROM COREBARREL.
15_919A1997,2018-05-03 13:53,00:00,06:00,25.0,formation evaluation -- trip,ok,"CONTINUED POOH. FLOW CHECKED AT CSG WINDOW AND BEFORE BHA ENTERED BOP. CHECKED COREBARREL FOR H2S GAS, NO GAS PR"
15_919A1997,2018-05-03 13:53,00:00,06:00,3865.0,formation evaluation -- drill stem test,ok,FLOWED/TESTED WELL ON MAIN FLOW.
15_919A1997,2018-05-03 13:53,06:00,00:00,3865.0,formation evaluation -- drill stem test,ok,FLOWED/TESTED WELL - ON MAIN FLOW PERIOD
15_919A1997,2018-05-03 13:53,00:00,06:00,0.0,plug abandon -- trip,ok,COMPLETED POOH WITH EZSV MECHANICAL SETTING TOOL. PERFORMED WEEKLY FUNCTION TEST OF BOPS WHEN SETTING TOOL LOCATEDØ480M.
15_919A1997,2018-05-03 13:53,10:30,16:30,3888.0,workover -- perforate,ok,"RU ATLAS ELECTRIC LINE. RIH & PERFORATED DST #1A ZONE FORM 3885,5 - 3888,5 M AT 6 SPF. POOH & RD ATLAS."
15_919A1997,2018-05-03 13:53,17:30,18:30,3820.0,formation evaluation -- trip,ok,PUMPED AND ROTATED UP TO 3820M.
15_919A1997,2018-05-03 13:53,09:30,13:00,0.0,formation evaluation -- trip,ok,"BREAK CH AND CHANGED ALL STABS FROM 8 15/16"" TO 8 3/8"" ON CORE BARREL MADE UP CORE HEAD."
15_919A1997,2018-05-03 13:53,12:30,15:30,2160.0,formation evaluation -- trip,ok,RIH TO CSG WINDOW AT 2161M. BREAK CIRC EACH 1000 M.
15_919A1997,2018-05-03 13:53,09:00,10:30,0.0,formation evaluation -- trip,ok,"RETRIVED CORE NO 2, 100 % RECOVERY. MAX 5 PPM H2S WHEN RETRIVING CORE."
15_919A1997,2018-05-03 13:53,00:00,06:00,2168.0,formation evaluation -- wait,ok,"OPERATIONS SUSPENDED DUE TO INDUSTRIAL ACTION. CONTINUED CIRCULATING AT 330 LPM, 15 BAR."
15_919A1997,2018-05-03 13:53,11:00,17:00,3847.0,formation evaluation -- trip,ok,RIH WITH COREBARREL TO 3847M. BROKE CIRCULATION EACH 1000M.
15_919A1997,2018-05-03 13:53,17:00,17:30,3935.0,formation evaluation -- trip,ok,"WASHED AND ROTATED FROM 3847M TO 3935,5M."
